"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1927007963039793260","Mon May 26 14:24:35 +0000 2025","2487","French President Emmanuel Macron @EmmanuelMacron: I think President Trump realizes that when President Putin on the phone told him he was ready for peace or when President Putin told his envoys he was ready for peace he lied to them. Over the last few hours we have once https://t.co/OSpoC41YnC","1927007963039793260","https://pbs.twimg.com/ext_tw_video_thumb/1927007904562900992/pu/img/1oL5ZhKSd9p_-tbd.jpg","","en","","21","89","655","https://x.com/undefined/status/1927007963039793260","1505481949854502915",
"1927040090070454499","Mon May 26 16:32:14 +0000 2025","1952","French President Emmanuel Macron shoved in face by wife Brigitte in front of world s media https://t.co/R1pnj4DIL6","1927040090070454499","https://pbs.twimg.com/amplify_video_thumb/1927040031689969664/img/psjmJZYUTomoy-aX.jpg","","en","","137","323","424","https://x.com/undefined/status/1927040090070454499","15438913",
"1926919440861429927","Mon May 26 08:32:49 +0000 2025","672","Emmanuel and Brigitte Macron arrive in Vietnam. Looks like Brigitte found out about Macron s relationship with Zelensky and Starmer and he ain t happy about it. https://t.co/AlAXOIk4yZ","1926919440861429927","https://pbs.twimg.com/amplify_video_thumb/1926919384502571008/img/cEZ6AaOgT_XnBkYz.jpg","","en","","20","63","190","https://x.com/undefined/status/1926919440861429927","1503739829561004035",
"1926937712344387864","Mon May 26 09:45:26 +0000 2025","7836","Macron with his beautiful wife Brigitte. https://t.co/6Om88w3z3p","1926937712344387864","https://pbs.twimg.com/media/Gr3bcIIWIAAdBuR.jpg","","en","","143","1893","752","https://x.com/undefined/status/1926937712344387864","1429400366819512323",
"1926993519907942757","Mon May 26 13:27:11 +0000 2025","1862","Bizarre moment French President Macron is shoved in the face by his wife during a squabble https://t.co/bPxFczUMoS https://t.co/gpyrbA4oiS","1926993519907942757","https://pbs.twimg.com/amplify_video_thumb/1926993254551011328/img/Y9okP5JYyAW_yC8F.jpg","","en","","123","310","455","https://x.com/undefined/status/1926993519907942757","17469289",
"1926920016013709607","Mon May 26 08:35:06 +0000 2025","115","Poor Macron https://t.co/2dZlSGBNce","1926920016013709607","https://pbs.twimg.com/amplify_video_thumb/1926919952109301760/img/AIzLDf2xgYMfsBtA.jpg","","en","","3","8","19","https://x.com/undefined/status/1926920016013709607","338004749",
"1926917340370715044","Mon May 26 08:24:28 +0000 2025","166"," Macron's Vietnam trip highlights: Got slapped Plane door oopsie Accidental footage release French diplomacy at its finest https://t.co/VBr6wMTvMZ","1926917340370715044","https://pbs.twimg.com/ext_tw_video_thumb/1926917293100937216/pu/img/zBZISjSkJ85nxf5W.jpg","","en","","2","10","30","https://x.com/undefined/status/1926917340370715044","233320217",
"1927087330331885663","Mon May 26 19:39:57 +0000 2025","22","Macron slapped im in. 9WJg68vrPTGQM4r3jwn7CEvSYAjfQsFcC4QzMcnrpump","1927087330331885663","","","en","","0","11","4","https://x.com/undefined/status/1927087330331885663","1811671643552415744",
"1926994798642168078","Mon May 26 13:32:16 +0000 2025","18","If it wasn't bad enough that Bridgette Macron groomed Emmanuel Macron when she was his 39 year old teacher and he was just 15 years old she also physically abuses him https://t.co/h2waveZ0qE","1926994798642168078","https://pbs.twimg.com/amplify_video_thumb/1926994391144488960/img/BSLIJenM2mWdDxXS.jpg","","en","","0","4","4","https://x.com/undefined/status/1926994798642168078","900819727",
"1926987173863010397","Mon May 26 13:01:58 +0000 2025","142","Something tells me the elites are struggling to live their best lives right now. His transvestite husband just made Macron his little . P.S. This video is 100% confirmed real. https://t.co/DPcTp9Im4B","1926987173863010397","https://pbs.twimg.com/amplify_video_thumb/1926986554897035265/img/cAW5Smst_5OnRSNb.jpg","","en","","0","13","29","https://x.com/undefined/status/1926987173863010397","1518644583109910528",
